FID,PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate
6242,0006XX 9 ST S,3756308,MP 2018 132412,1,2018/04/27 08:45:00,2018/04/14 07:56:00,07:56:00,THEFT,Other Theft,7,2018/04/27 08:44:12,18840,44.97120688,-93.26502641,"-10,382,215.249","5,616,989.7366",ELLIOT PARK,2018/04/27 12:03:59,2018/04/27 20:00:35
6243,0029XX 26 ST E,3756311,MP 2018 132419,3,2018/04/27 18:49:59,2018/04/27 08:10:59,08:11:00,BURGD,Burglary Of Dwelling,6,2018/04/27 08:50:27,15515,44.95557941,-93.2291187,"-10,378,218.0208","5,614,531.0817",SEWARD,2018/04/27 14:17:20,2018/04/27 20:00:35
6244,0046XX Nicollet AV S,3756317,MP 2018 132399,5,2018/04/27 07:44:59,2018/04/26 21:59:59,22:00:00,BURGB,Burglary Of Business,6,2018/04/27 09:03:09,12577,44.91873473,-93.27795772,"-10,383,654.7552","5,608,736.9926",TANGLETOWN,2018/04/27 11:32:08,2018/04/27 20:00:35
6245,0033XX University AV SE,3756321,MP 2018 132414,2,2018/04/27 09:14:59,2018/04/27 08:00:00,08:00:00,SHOPLF,Shoplifting,7,2018/04/27 09:11:02,15494,44.96894951,-93.21012916,"-10,376,104.1146","5,616,634.5455",PROSPECT PARK - EAST RIVER ROAD,2018/04/27 12:31:45,2018/04/27 20:00:35
6246,0005XX 10 ST S,3756322,MP 2018 132423,1,2018/04/27 09:13:00,2018/04/26 21:30:00,21:30:00,AUTOTH,Motor Vehicle Theft,8,2018/04/27 09:12:37,17360,44.97081037,-93.26721155,"-10,382,458.4977","5,616,927.3463",ELLIOT PARK,2018/04/27 19:57:05,2018/04/27 20:00:35
6247,0058XX Columbus AV S,3756329,MP 2018 132433,3,2018/04/27 09:49:59,2017/11/12 21:00:00,21:00:00,BURGD,Burglary Of Dwelling,6,2018/04/27 09:46:02,13320,44.89706446,-93.26410832,"-10,382,113.0474","5,605,330.9235",DIAMOND LAKE,2018/04/27 14:14:44,2018/04/27 20:00:35
6248,0017XX Summit AV ,3756335,MP 2018 132429,5,2018/04/27 09:49:59,2018/04/26 21:59:59,22:00:00,TFMV,Theft From Motr Vehc,7,2018/04/27 09:50:17,17006,44.96543407,-93.30135689,"-10,386,259.5395","5,616,081.4284",LOWRY HILL,2018/04/27 11:27:41,2018/04/27 20:00:35
6249,0007XX 7 ST SE,3756339,MP 2018 997965,2,2018/04/27 09:55:27,2018/04/27 00:00:00,00:00:00,TFMV,Theft From Motr Vehc,7,2018/04/27 09:55:27,17787,44.98702994,-93.24246064,"-10,379,703.2393","5,619,479.8471",MARCY HOLMES,2018/04/27 11:42:02,2018/04/27 20:00:35
6250,0024XX 38 ST E,3756346,MP 2018 132484,3,2018/04/27 10:17:00,2018/04/27 09:46:59,09:47:00,TFMV,Theft From Motr Vehc,7,2018/04/27 10:17:38,11687,44.93411183,-93.23655719,"-10,379,046.0693","5,611,154.6994",STANDISH,2018/04/27 14:17:56,2018/04/27 20:00:35
6251,0029XX 35 AV S,3756356,MP 2018 997961,3,2018/04/27 10:37:11,2018/01/25 00:00:00,00:00:00,THEFT,Other Theft,7,2018/04/27 10:37:11,20325,44.94926371,-93.22165754,"-10,377,387.4484","5,613,537.6288",LONGFELLOW,2018/04/27 10:37:14,2018/04/27 20:00:35
6252,0006XX 16 ST E,3756364,MP 2018 132405,1,2018/04/27 11:00:00,2018/04/26 20:29:59,20:30:00,TFMV,Theft From Motr Vehc,7,2018/04/27 11:04:45,17258,44.96716816,-93.26638255,"-10,382,366.2133","5,616,354.2649",ELLIOT PARK,2018/04/27 12:05:28,2018/04/27 20:00:35
6253,0005XX 5 AV SE,3756367,MP 2018 997960,2,2018/04/27 11:05:16,2018/04/26 15:59:59,16:00:00,TFMV,Theft From Motr Vehc,7,2018/04/27 11:05:16,17626,44.98695007,-93.24710425,"-10,380,220.1631","5,619,467.2756",MARCY HOLMES,2018/04/27 11:41:33,2018/04/27 20:00:35
6254,0008XX Lake ST E,3756371,MP 2018 132497,3,2018/04/27 11:07:59,2018/04/27 10:01:00,10:01:00,SHOPLF,Shoplifting,7,2018/04/27 11:08:23,19111,44.94835805,-93.26204108,"-10,381,882.9233","5,613,395.1786",POWDERHORN PARK,2018/04/27 14:27:23,2018/04/27 20:00:35
6255,0039XX Dupont AV N,3756379,MP 2018 132555,4,2018/04/27 11:29:59,2018/04/27 03:00:00,03:00:00,AUTOTH,Motor Vehicle Theft,8,2018/04/27 11:37:27,10795,45.02668752,-93.29314458,"-10,385,345.3489","5,625,723.8689",WEBBER - CAMDEN,2018/04/27 13:51:47,2018/04/27 20:00:35
6256,0009XX 6 ST SE,3756385,MP 2018 132537,2,2018/04/27 12:30:00,2018/04/26 15:59:59,16:00:00,BURGD,Burglary Of Dwelling,6,2018/04/27 12:18:58,17733,44.98484107,-93.24020967,"-10,379,452.6618","5,619,135.3384",MARCY HOLMES,2018/04/27 14:14:38,2018/04/27 20:00:35
6257,0055XX 35 AV S,3756387,MP 2018 997956,3,2018/04/27 12:29:06,2018/04/26 23:00:00,23:00:00,BIKETF,Bike Theft,7,2018/04/27 12:29:06,12994,44.902656,-93.22164204,"-10,377,385.723","5,606,209.6615",MORRIS PARK,2018/04/27 12:29:12,2018/04/27 20:00:35
6258,0007XX 4 AV S,3756398,MP 2018 997955,1,2018/04/27 13:20:44,2018/04/27 09:00:00,09:00:00,BIKETF,Bike Theft,7,2018/04/27 13:20:44,17424,44.97410319,-93.26720496,"-10,382,457.7635","5,617,445.485",DOWNTOWN WEST,2018/04/27 13:20:47,2018/04/27 20:00:35
6259,0050XX 34 AV S,3756414,MP 2018 132598,3,2018/04/27 14:31:00,2018/04/26 20:29:59,20:30:00,BURGB,Burglary Of Business,6,2018/04/27 14:31:22,12920,44.91125108,-93.22285184,"-10,377,520.3968","5,607,560.5896",KEEWAYDIN,2018/04/27 18:33:13,2018/04/27 20:00:35
6260,0025XX Lake ST E,3756418,MP 2018 132781,3,2018/04/27 15:16:00,2018/04/27 14:29:59,14:30:00,SHOPLF,Shoplifting,7,2018/04/27 15:15:38,19097,44.94837171,-93.23514707,"-10,378,889.0961","5,613,397.3273",LONGFELLOW,2018/04/27 18:34:07,2018/04/27 20:00:35
6261,0024XX HENNEPIN AV ,3756438,MP 2018 997952,5,2018/04/27 17:04:34,2018/04/26 15:59:59,16:00:00,THEFT,Other Theft,7,2018/04/27 17:04:34,18382,44.95879509,-93.29433518,"-10,385,477.8865","5,615,036.9477",EAST ISLES,2018/04/27 17:04:38,2018/04/27 20:00:35
6262,00002X Queen AV S,3756441,MP 2018 997951,4,2018/04/27 17:23:08,2018/04/26 21:00:00,21:00:00,THEFT,Other Theft,7,2018/04/27 17:23:08,18035,44.97626392,-93.30961952,"-10,387,179.3311","5,617,785.4992",BRYN - MAWR,2018/04/27 17:23:14,2018/04/27 20:00:35
6263,5 ST S / Hennepin AV S,3745757,MP 2018 077224,1,2018/03/11 05:29:59,2018/03/11 01:20:00,01:20:00,ROBPAG,Robbery Per Agg,4,2018/03/11 05:26:34,,44.97957,-93.27257,"-10,383,055.27","5,618,306.33",DOWNTOWN WEST,2018/03/18 11:38:03,2018/03/18 20:00:38
6264,0035XX Fremont AV N,3746634,MP 2018 081653,4,2018/03/15 21:30:00,2018/03/14 21:01:00,21:01:00,THEFT,Other Theft,7,2018/03/15 02:05:33,10414,45.01946107,-93.29559254,"-10,385,617.8543","5,624,585.7543",FOLWELL,2018/03/18 04:46:30,2018/03/18 20:00:38
6265,34 AV S / Calhoun PK W,3747077,MP 2018 083537,5,2018/03/16 12:40:00,2018/03/16 11:23:59,11:24:00,TFMV,Theft From Motr Vehc,7,2018/03/16 12:30:21,0,0,0,0,0,,2018/03/18 13:21:35,2018/03/18 20:00:38
6266,0004XX Hennepin AV S,3747209,MP 2018 084603,1,2018/03/17 03:39:00,2018/03/17 02:10:00,02:10:00,CSCR,Crim Sex Cond-rape,3,2018/03/17 03:39:06,16700,44.9800647,-93.27188308,"-10,382,978.5303","5,618,383.6275",DOWNTOWN WEST,2018/03/18 04:09:24,2018/03/18 20:00:38
6267,0025XX 2 ST NE,3747262,MP 2018 084768,2,2018/03/17 11:22:00,2018/03/17 09:46:00,09:46:00,ASLT2,Asslt W/dngrs Weapon,5,2018/03/17 11:09:29,14871,45.01406789,-93.26619505,"-10,382,345.3408","5,623,736.4595",BOTTINEAU,2018/03/18 08:14:10,2018/03/18 20:00:38
6268,0004XX 10 ST S,3747282,MP 2018 084892,4,2018/03/17 14:50:00,2018/01/01 12:00:00,12:00:00,CSCR,Crim Sex Cond-rape,3,2018/03/17 14:49:53,22546,44.97139876,-93.26853162,"-10,382,605.4471","5,617,019.9293",DOWNTOWN WEST,2018/03/18 13:42:17,2018/03/18 20:00:38
6269,0008XX Lake ST W,3747288,MP 2018 084698,5,2018/03/17 06:40:00,2018/03/16 23:25:00,23:25:00,THEFT,Other Theft,7,2018/03/17 16:02:59,16079,44.9483642,-93.29001302,"-10,384,996.7456","5,613,396.1462",CARAG,2018/03/18 03:00:22,2018/03/18 20:00:38
6270,0014XX Lake ST W,3747290,MP 2018 085018,5,2018/03/17 16:15:00,2018/03/17 15:00:00,15:00:00,SHOPLF,Shoplifting,7,2018/03/17 16:15:51,21952,44.94836492,-93.30019407,"-10,386,130.0945","5,613,396.2594",EAST ISLES,2018/03/17 22:50:32,2018/03/18 20:00:38
6271,0006XX University AV SE,3747291,MP 2018 085057,2,2018/03/17 16:41:59,2018/03/17 15:55:00,15:55:00,BURGD,Burglary Of Dwelling,6,2018/03/17 16:42:36,17977,44.98366275,-93.24696106,"-10,380,204.223","5,618,949.8873",MARCY HOLMES,2018/03/17 22:37:02,2018/03/18 20:00:38
6272,0001XX 4 ST S,3747296,MP 2018 085033,1,2018/03/17 17:15:00,2013/09/26 00:01:00,00:01:00,CSCR,Crim Sex Cond-rape,3,2018/03/17 17:13:29,17605,44.97893095,-93.26775742,"-10,382,519.2634","5,618,205.2048",DOWNTOWN WEST,2018/03/17 21:45:47,2018/03/18 20:00:38
6273,0001XX 5 ST S,3747309,MP 2018 085137,1,2018/03/17 18:56:59,2017/12/04 08:00:00,08:00:00,THEFT,Other Theft,7,2018/03/17 18:56:41,21064,44.97791736,-93.26860772,"-10,382,613.9185","5,618,045.6954",DOWNTOWN WEST,2018/03/17 21:47:56,2018/03/18 20:00:38
6274,0001XX Oak Grove ST ,3747313,MP 2018 085114,1,2018/03/17 19:25:59,2018/03/17 17:10:00,17:10:00,ROBPAG,Robbery Per Agg,4,2018/03/17 19:20:59,15056,44.96637842,-93.28008549,"-10,383,891.6178","5,616,230.0087",LORING PARK,2018/03/17 21:38:43,2018/03/18 20:00:38
6275,0008XX 2 AV N,3747320,MP 2018 085284,4,2018/03/17 20:45:00,2018/03/17 18:59:59,19:00:00,TFMV,Theft From Motr Vehc,7,2018/03/17 20:06:50,17103,44.97894704,-93.2905153,"-10,385,052.6593","5,618,207.7368",HARRISON,2018/03/17 23:08:55,2018/03/18 20:00:38
6276,0032XX Clinton AV S,3747321,MP 2018 085153,3,2018/03/17 20:00:00,2018/03/17 17:45:00,17:45:00,ROBPER,Robbery Of Person,4,2018/03/17 20:10:27,11902,44.94407067,-93.27153813,"-10,382,940.1302","5,612,720.8505",CENTRAL,2018/03/18 11:43:23,2018/03/18 20:00:38
6277,0006XX 29 AV N,3747323,MP 2018 085269,4,2018/03/17 20:12:00,2018/03/17 11:00:00,11:00:00,THEFT,Other Theft,7,2018/03/17 20:12:08,11115,45.00950803,-93.28722242,"-10,384,686.0972","5,623,018.4558",HAWTHORNE,2018/03/18 01:04:38,2018/03/18 20:00:38
6278,0008XX 25 AV S,3747325,MP 2018 085231,1,2018/03/17 20:16:59,2018/03/17 18:30:00,18:30:00,ROBPAG,Robbery Per Agg,4,2018/03/17 20:16:31,15085,44.964981,-93.2361581,"-10,379,001.6434","5,616,010.1458",CEDAR RIVERSIDE,2018/03/17 23:31:35,2018/03/18 20:00:38
6279,0013XX Buchanan ST NE,3747326,MP 2018 085060,2,2018/03/17 20:19:59,2018/02/17 12:00:00,12:00:00,THEFT,Other Theft,7,2018/03/17 20:19:06,15873,45.00111646,-93.23971852,"-10,379,397.9873","5,621,697.2517",NORTHEAST PARK,2018/03/17 22:46:46,2018/03/18 20:00:38
6280,0028XX 12 AV S,3747327,MP 2018 085111,3,2018/03/17 20:19:59,2018/03/16 23:29:59,23:30:00,ROBPAG,Robbery Per Agg,4,2018/03/17 20:19:56,21918,44.95101864,-93.25756077,"-10,381,384.178","5,613,813.6675",MIDTOWN PHILLIPS,2018/03/17 23:45:40,2018/03/18 20:00:38
6281,0026XX Howard ST NE,3747329,MP 2018 085316,2,2018/03/17 20:35:00,2018/03/16 11:00:00,11:00:00,BURGD,Burglary Of Dwelling,6,2018/03/17 20:34:58,11028,45.01587678,-93.25308649,"-10,380,886.103","5,624,021.306",HOLLAND,2018/03/17 22:47:51,2018/03/18 20:00:38
6282,16 AV S / 29 ST E,3747333,MP 2018 085223,3,2018/03/17 21:24:59,2018/03/17 18:40:00,18:40:00,AUTOTH,Motor Vehicle Theft,8,2018/03/17 21:24:32,,44.95006,-93.25122,"-10,380,678.14","5,613,663.501",EAST PHILLIPS,2018/03/18 15:50:15,2018/03/18 20:00:38
6283,0028XX 26 AV S,3747334,MP 2018 085030,3,2018/03/17 21:30:59,2018/03/17 15:32:00,15:32:00,SHOPLF,Shoplifting,7,2018/03/17 21:31:17,19096,44.95108135,-93.2347243,"-10,378,842.0334","5,613,823.5304",LONGFELLOW,2018/03/18 04:34:34,2018/03/18 20:00:38
6284,0026XX Broadway AV W,3747336,MP 2018 084970,4,2018/03/17 21:36:00,2018/03/16 16:30:00,16:30:00,TFPER,Theft From Person,7,2018/03/17 21:35:39,21139,45.00847933,-93.31403261,"-10,387,670.5937","5,622,856.4814",JORDAN,2018/03/18 13:38:53,2018/03/18 20:00:38
6285,Derby AV  / Nokomis PK E,3747342,MP 2018 085164,3,2018/03/17 22:06:59,2018/03/17 17:50:00,17:50:00,TFMV,Theft From Motr Vehc,7,2018/03/17 22:04:47,,44.90217,-93.2429,"-10,379,752.69","5,606,133.034",WENONAH,2018/03/18 15:52:51,2018/03/18 20:00:38
6286,0018XX Lake ST W,3747347,MP 2018 085407,5,2018/03/17 22:40:00,2018/03/17 21:04:59,21:05:00,ASLT3,Aslt-sgnfcnt Bdly Hm,5,2018/03/17 22:40:41,19969,44.94843018,-93.30521012,"-10,386,688.479","5,613,406.5237",ECCO,2018/03/18 03:07:45,2018/03/18 20:00:38
6287,00001X Lake ST W,3747348,MP 2018 085056,5,2018/03/17 22:50:00,2018/03/17 09:30:00,09:30:00,SHOPLF,Shoplifting,7,2018/03/17 22:50:03,21928,44.94834704,-93.27880784,"-10,383,749.3904","5,613,393.4476",WHITTIER,2018/03/18 02:54:26,2018/03/18 20:00:38
6288,0007XX Tyler ST NE,3747353,MP 2018 085578,2,2018/03/17 23:22:00,2018/03/17 22:40:00,22:40:00,ASLT2,Asslt W/dngrs Weapon,5,2018/03/17 23:15:14,15754,44.99748524,-93.24607906,"-10,380,106.0397","5,621,125.5967",BELTRAMI,2018/03/18 04:14:40,2018/03/18 20:00:38
6289,0027XX Broadway AV W,3747357,MP 2018 085641,4,2018/03/17 23:58:59,2018/03/17 21:59:59,22:00:00,AUTOTH,Motor Vehicle Theft,8,2018/03/17 23:25:57,20592,45.00939161,-93.3148249,"-10,387,758.7913","5,623,000.1246",JORDAN,2018/03/18 04:31:29,2018/03/18 20:00:38
6290,0028XX Hennepin AV S,3747359,MP 2018 085550,5,2018/03/17 23:29:59,2018/03/17 21:30:00,21:30:00,TFMV,Theft From Motr Vehc,7,2018/03/17 23:33:15,20796,44.95095754,-93.29826148,"-10,385,914.9597","5,613,804.0564",LOWRY HILL EAST,2018/03/18 00:37:29,2018/03/18 20:00:38
6291,0011XX Washington AV S,3747364,MP 2018 085651,1,2018/03/17 23:58:59,2018/03/17 23:32:00,23:32:00,ASLT3,Aslt-sgnfcnt Bdly Hm,5,2018/03/17 23:58:48,19537,44.9750507,-93.2525184,"-10,380,822.8631","5,617,594.5842",DOWNTOWN EAST,2018/03/18 09:12:55,2018/03/18 20:00:38
6292,0024XX Chicago AV S,3747368,MP 2018 085589,3,2018/03/18 00:45:00,2018/03/17 21:59:59,22:00:00,TFMV,Theft From Motr Vehc,7,2018/03/18 00:43:59,18932,44.95822156,-93.26257942,"-10,381,942.8507","5,614,946.7225",MIDTOWN PHILLIPS,2018/03/18 02:12:24,2018/03/18 20:00:38
6293,0005XX Marquette AV S,3747372,MP 2018 085677,1,2018/03/18 00:55:00,2018/03/17 23:00:00,23:00:00,THEFT,Other Theft,7,2018/03/18 00:53:37,17245,44.97774511,-93.26967792,"-10,382,733.0529","5,618,018.589",DOWNTOWN WEST,2018/03/18 04:10:15,2018/03/18 20:00:38
6294,0005XX 1 AV N,3747377,MP 2018 998641,1,2018/03/18 01:51:23,2018/03/18 00:59:59,01:00:00,THEFT,Other Theft,7,2018/03/18 01:51:23,17104,44.97998625,-93.27428374,"-10,383,245.7696","5,618,371.2806",DOWNTOWN WEST,2018/03/18 01:51:26,2018/03/18 20:00:38
6295,0024XX 4 ST NE,3747379,MP 2018 085470,2,2018/03/18 02:29:59,2018/03/17 21:30:00,21:30:00,ROBPAG,Robbery Per Agg,4,2018/03/18 02:22:13,11153,45.01267017,-93.26156366,"-10,381,829.7775","5,623,516.3651",HOLLAND,2018/03/18 11:46:31,2018/03/18 20:00:38
6296,1 AV N / 5 AV N,3747381,MP 2018 085832,1,2018/03/18 02:48:59,2018/03/18 02:05:00,02:05:00,THEFT,Other Theft,7,2018/03/18 02:48:03,0,0,0,0,0,,2018/03/18 03:48:55,2018/03/18 20:00:38
6297,30 AV S / Lake ST E,3747390,MP 2018 085929,3,2018/03/18 03:40:00,2018/03/18 02:00:00,02:00:00,AUTOTH,Motor Vehicle Theft,8,2018/03/18 03:39:54,,44.94838,-93.22842,"-10,378,139.85","5,613,397.951",LONGFELLOW,2018/03/18 15:49:08,2018/03/18 20:00:38
6298,Monroe ST NE / Spring ST NE,3747401,MP 2018 085951,2,2018/03/18 05:00:00,2018/03/17 21:59:59,22:00:00,AUTOTH,Motor Vehicle Theft,8,2018/03/18 04:47:27,,44.99509,-93.25243,"-10,380,812.75","5,620,747.808",ST. ANTHONY EAST,2018/03/18 05:12:35,2018/03/18 20:00:38
6299,0032XX 3 AV S,3747418,MP 2018 086011,3,2018/03/18 08:00:00,2018/03/18 06:59:59,07:00:00,ASLT2,Asslt W/dngrs Weapon,5,2018/03/18 08:17:05,11900,44.94406917,-93.27281514,"-10,383,082.2862","5,612,720.6148",CENTRAL,2018/03/18 12:49:35,2018/03/18 20:00:38
6300,0026XX Central AV NE,3747431,MP 2018 086090,2,2018/03/18 11:00:00,2018/03/18 10:12:59,10:13:00,THEFT,Other Theft,7,2018/03/18 11:01:04,21554,45.01586846,-93.24734023,"-10,380,246.4321","5,624,019.9959",AUDUBON PARK,2018/03/18 12:41:23,2018/03/18 20:00:38
6301,00001X 6 ST S,3747435,MP 2018 086115,1,2018/03/18 11:50:00,2018/03/18 00:30:00,00:30:00,THEFT,Other Theft,7,2018/03/18 11:50:23,17241,44.97833114,-93.27252943,"-10,383,050.4811","5,618,110.8127",DOWNTOWN WEST,2018/03/18 14:34:12,2018/03/18 20:00:38
6302,0047XX 4 AV S,3747438,MP 2018 086146,3,2018/03/18 12:14:59,2018/03/17 18:59:59,19:00:00,AUTOTH,Motor Vehicle Theft,8,2018/03/18 12:14:56,12718,44.91699048,-93.27029508,"-10,382,801.7547","5,608,462.7888",FIELD,2018/03/18 15:48:09,2018/03/18 20:00:38
6303,00001X 5 ST N,3747440,MP 2018 998638,1,2018/03/18 12:32:57,2018/03/17 20:00:00,20:00:00,THEFT,Other Theft,7,2018/03/18 12:32:57,16701,44.97996756,-93.27316614,"-10,383,121.3599","5,618,368.3395",DOWNTOWN WEST,2018/03/18 12:33:03,2018/03/18 20:00:38
6304,0010XX University AV SE,3747447,MP 2018 086162,2,2018/03/18 13:30:00,2018/03/11 11:00:00,11:00:00,BURGD,Burglary Of Dwelling,6,2018/03/18 13:30:29,17721,44.98145779,-93.24143329,"-10,379,588.8752","5,618,602.8671",MARCY HOLMES,2018/03/18 18:04:07,2018/03/18 20:00:38
6305,0035XX Aldrich AV N,3747449,MP 2018 086165,4,2018/03/18 13:30:00,2018/03/17 20:00:00,20:00:00,TFMV,Theft From Motr Vehc,7,2018/03/18 13:35:34,10401,45.01941352,-93.28929475,"-10,384,916.7885","5,624,578.2652",MCKINLEY,2018/03/19 14:27:41,2018/03/19 20:00:32
6306,0019XX 1 AV S,3747453,MP 2018 086101,3,2018/03/18 14:00:00,2018/03/17 15:59:59,16:00:00,THEFT,Other Theft,7,2018/03/18 13:56:46,15018,44.96331994,-93.2765804,"-10,383,501.4329","5,615,748.8081",STEVENS SQUARE - LORING HEIGHTS,2018/03/18 17:35:30,2018/03/18 20:00:38
6307,0040XX Russell AV N,3747463,MP 2018 086167,4,2018/03/18 14:57:00,2018/03/17 20:29:59,20:30:00,AUTOTH,Motor Vehicle Theft,8,2018/03/18 14:55:12,10531,45.0286109,-93.31098148,"-10,387,330.9433","5,626,026.812",VICTORY,2018/03/19 14:16:00,2018/03/19 20:00:32
6308,0028XX 26 AV S,3747464,MP 2018 086235,3,2018/03/18 15:01:00,2018/03/18 14:16:00,14:16:00,THEFT,Other Theft,7,2018/03/18 15:01:18,19096,44.95108135,-93.2347243,"-10,378,842.0334","5,613,823.5304",LONGFELLOW,2018/03/18 15:43:07,2018/03/18 20:00:38
6309,00001X Lake ST W,3747466,MP 2018 086259,5,2018/03/18 15:23:00,2018/03/18 14:45:59,14:46:00,SHOPLF,Shoplifting,7,2018/03/18 15:22:54,21928,44.94834704,-93.27880784,"-10,383,749.3904","5,613,393.4476",WHITTIER,2018/03/19 03:27:12,2018/03/19 20:00:32
6310,0030XX Hennepin AV S,3747467,MP 2018 086242,5,2018/03/18 15:27:59,2018/03/18 14:00:00,14:00:00,SHOPLF,Shoplifting,7,2018/03/18 15:28:09,11281,44.9474742,-93.29829195,"-10,385,918.3514","5,613,256.1615",CARAG,2018/03/19 08:43:29,2018/03/19 20:00:32
6311,0011XX Marquette AV S,3747474,MP 2018 086335,1,2018/03/18 16:27:00,2018/03/17 18:59:59,19:00:00,TFMV,Theft From Motr Vehc,7,2018/03/18 16:27:14,17095,44.97191314,-93.2745023,"-10,383,270.0996","5,617,100.8689",DOWNTOWN WEST,2018/03/19 06:44:20,2018/03/19 20:00:32
6312,0014XX LAGOON AV ,3747478,MP 2018 998630,5,2018/03/18 17:00:56,2018/03/18 00:00:00,00:00:00,THEFT,Other Theft,7,2018/03/18 17:00:56,19774,44.9492583,-93.29763862,"-10,385,845.6229","5,613,536.7777",LOWRY HILL EAST,2018/03/18 17:01:02,2018/03/18 20:00:38
6313,0007XX Oliver AV N,3747480,MP 2018 086362,4,2018/03/18 17:10:00,2018/03/17 23:10:00,23:10:00,THEFT,Other Theft,7,2018/03/18 17:04:53,15441,44.98539441,-93.30702471,"-10,386,890.4778","5,619,222.4274",NEAR - NORTH,2018/03/19 06:18:53,2018/03/19 20:00:32
6314,0021XX Glenwood AV ,3747481,MP 2018 086377,4,2018/03/18 18:59:59,2018/03/18 17:13:00,17:13:00,ASLT4,Aslt-police/emerg P,5,2018/03/18 17:40:55,15737,44.98073056,-93.30730703,"-10,386,921.9059","5,618,488.4173",HARRISON,2018/03/19 09:00:38,2018/03/19 20:00:32
6315,Lake ST W / Nicollet AV S,3747482,MP 2018 086287,5,2018/03/18 17:42:00,2018/03/18 15:27:59,15:28:00,DASLT2,2nd Deg Domes Aslt,5,2018/03/18 17:41:59,,44.94836,-93.27792,"-10,383,651.08","5,613,394.929",WHITTIER,2018/03/19 03:24:13,2018/03/19 20:00:32
6316,27 AV S / 8 ST S,3747484,MP 2018 086338,1,2018/03/18 17:55:00,2018/03/18 03:59:59,04:00:00,TFMV,Theft From Motr Vehc,7,2018/03/18 17:53:44,,44.9653,-93.23298,"-10,378,647.9","5,616,060.111",CEDAR RIVERSIDE,2018/03/19 07:02:27,2018/03/19 20:00:32
6317,0009XX Marquette AV S,3747486,MP 2018 086361,1,2018/03/18 18:04:00,2018/03/18 16:56:00,16:56:00,BURGB,Burglary Of Business,6,2018/03/18 18:02:58,17243,44.97390086,-93.27292145,"-10,383,094.1205","5,617,413.6465",DOWNTOWN WEST,2018/03/19 06:46:11,2018/03/19 20:00:32
6318,0037XX 4 AV S,3747488,MP 2018 086275,3,2018/03/18 18:14:00,2018/03/18 06:59:59,07:00:00,BURGB,Burglary Of Business,6,2018/03/18 18:13:22,12371,44.9350556,-93.27014082,"-10,382,784.5819","5,611,303.1069",CENTRAL,2018/03/19 05:47:35,2018/03/19 20:00:32
6319,00001X Lake ST W,3747490,MP 2018 086421,5,2018/03/18 18:53:00,2018/03/18 17:58:00,17:58:00,SHOPLF,Shoplifting,7,2018/03/18 18:51:11,21928,44.94834704,-93.27880784,"-10,383,749.3904","5,613,393.4476",WHITTIER,2018/03/19 03:27:48,2018/03/19 20:00:32
6320,00001X Lake ST W,3747492,MP 2018 086447,5,2018/03/18 19:09:00,2018/03/18 18:08:00,18:08:00,SHOPLF,Shoplifting,7,2018/03/18 19:08:35,21928,44.94834704,-93.27880784,"-10,383,749.3904","5,613,393.4476",WHITTIER,2018/03/19 03:28:34,2018/03/19 20:00:32
6321,0029XX Lyndale AV S,3747496,MP 2018 998629,5,2018/03/18 19:43:16,2018/03/18 00:59:59,01:00:00,THEFT,Other Theft,7,2018/03/18 19:43:16,16764,44.94920528,-93.2880931,"-10,384,783.0206","5,613,528.438",LOWRY HILL EAST,2018/03/18 19:43:17,2018/03/18 20:00:38
6322,0012XX 22 AV N,3747531,MP 2018 086620,4,2018/03/18 22:54:59,2018/03/18 20:50:00,20:50:00,ROBPAG,Robbery Per Agg,4,2018/03/18 22:54:08,19596,45.00151141,-93.29640438,"-10,385,708.2281","5,621,759.4305",JORDAN,2018/03/19 00:19:06,2018/03/19 20:00:32
6323,0038XX Blaisdell AV S,3747535,MP 2018 086598,5,2018/03/18 23:16:00,2018/03/18 20:47:00,20:47:00,ROBPER,Robbery Of Person,4,2018/03/18 23:13:56,14392,44.93320316,-93.27976254,"-10,383,855.6668","5,611,011.8128",KING FIELD,2018/03/19 07:56:57,2018/03/19 20:00:32
6324,0029XX Lyndale AV S,3747536,MP 2018 086728,5,2018/03/18 23:32:59,2018/03/18 21:59:59,22:00:00,THEFT,Other Theft,7,2018/03/18 23:32:47,16764,44.94920528,-93.2880931,"-10,384,783.0206","5,613,528.438",LOWRY HILL EAST,2018/03/19 03:21:12,2018/03/19 20:00:32
6325,0023XX 26 AV N,3747537,MP 2018 086333,4,2018/03/18 23:45:00,2018/03/18 16:04:00,16:04:00,DASLT2,2nd Deg Domes Aslt,5,2018/03/18 23:44:03,20612,45.00602582,-93.31052998,"-10,387,280.6828","5,622,470.1779",JORDAN,2018/03/19 00:22:50,2018/03/19 20:00:32
6326,0022XX Golden Valley RD ,3747540,MP 2018 086747,4,2018/03/18 23:55:00,2018/03/18 21:00:00,21:00:00,ROBPER,Robbery Of Person,4,2018/03/18 23:52:48,22260,44.99876965,-93.30885164,"-10,387,093.8512","5,621,327.7954",WILLARD - HAY,2018/03/19 08:00:43,2018/03/19 20:00:32
